code,name,address
EIS,Terrance B. Lettsome International Airport,"Road Town, Virgin Islands, British"
VIJ,Virgin Gorda Airport,"Spanish Town, Virgin Islands, British"
BQU,J F Mitchell Airport,"Bequia, Saint Vincent and the Grenadines"
CIW,Canouan Airport,"Canouan, Saint Vincent and the Grenadines"
MQS,Mustique Airport,"Mustique Island, Saint Vincent and the Grenadines"
UNI,Union Island International Airport,"Union Island, Saint Vincent and the Grenadines"
SVD,E. T. Joshua Airport,"Kingstown, Saint Vincent and the Grenadines"
BDA,L.F. Wade International International Airport,"Hamilton, Bermuda"
ALA,Almaty Airport,"Almaty, Kazakhstan"
BXH,Balkhash Airport,"Balkhash, Kazakhstan"
USJ,Usharal Airport,"Usharal, Kazakhstan"
BXJ,Boralday Airport,"Aima Ata, Kazakhstan"
TDK,Taldykorgan Airport,"Taldy Kurgan, Kazakhstan"
NQZ,Astana International Airport,"Astana, Kazakhstan"
KOV,Kokshetau Airport,"Kokshetau, Kazakhstan"
PPK,Petropavlosk South Airport,"Petropavlosk, Kazakhstan"
DMB,Taraz Airport,"Taraz, Kazakhstan"
CIT,Shymkent Airport,"Shymkent, Kazakhstan"
HSA,Hazrat Sultan International Airport,"Turkistan, Kazakhstan"
DZN,Zhezkazgan Airport,"Zhezkazgan, Kazakhstan"
KGF,Sary-Arka Airport,"Karaganda, Kazakhstan"
BXY,Krainiy Airport,"Baikonur, Kazakhstan"
KZO,Kzyl-Orda Southwest Airport,"Kzyl-Orda, Kazakhstan"
URA,Uralsk Airport,"Uralsk, Kazakhstan"
EKB,Ekibastuz Airport,"Ekibastuz, Kazakhstan"
UKK,Ust-Kamennogorsk Airport,"Ust Kamenogorsk, Kazakhstan"
PWQ,Pavlodar Airport,"Pavlodar, Kazakhstan"
PLX,Semey Airport,"Semey, Kazakhstan"
SCO,Aktau Airport,"Aktau, Kazakhstan"
GUW,Atyrau Airport,"Atyrau, Kazakhstan"
AKX,Aktobe Airport,"Aktyubinsk, Kazakhstan"
AYK,Arkalyk North Airport,"Arkalyk, Kazakhstan"
KSN,Kostanay West Airport,"Kostanay, Kazakhstan"
GYD,Heydar Aliyev International Airport,"Baku, Azerbaijan"
GNJ,Ganja Airport,"Ganja, Azerbaijan"
LLK,Lankaran International Airport,"Lankaran, Azerbaijan"
NAJ,Nakhchivan Airport,"Nakhchivan, Azerbaijan"
GBB,Gabala International Airport,"Gabala, Azerbaijan"
ZTU,Zaqatala International Airport,"Zaqatala, Azerbaijan"
ZZE,Zangilan International Airport,"Zangilan, Azerbaijan"
YLV,Yevlakh Airport,"Yevlakh, Azerbaijan"
IKU,Issyk-Kul International Airport,"Tamchy, Kyrgyzstan"
FRU,Manas International Airport,"Bishkek, Kyrgyzstan"
OSS,Osh Airport,"Osh, Kyrgyzstan"
LWN,Gyumri Shirak Airport,"Gyumri, Armenia"
EVN,Zvartnots International Airport,"Yerevan, Armenia"
UKG,Ust-Kuyga Airport,"Ust-Kuyga, Russian Federation"
TLK,Talakan Airport,"Talakan, Russian Federation"
ADH,Aldan Airport,"Aldan, Russian Federation"
YKS,Yakutsk Airport,"Yakutsk, Russian Federation"
CNN,Chulman Airport,"Chulman, Russian Federation"
MQJ,Moma Airport,"Honuu, Russian Federation"
KDY,Tyopliy Klyuch Airport,"Tyopliy Klyuch, Russian Federation"
GYG,Magan Airport,"Magan, Russian Federation"
OLZ,Olyokminsk Airport,"Olyokminsk, Russian Federation"
USR,Ust-Nera Airport,"Ust-Nera, Russian Federation"
UMS,Ust-Maya Airport,"Ust-Maya, Russian Federation"
VHV,Verkhnevilyuisk Airport,"Verkhnevilyuisk, Russian Federation"
NYR,Nyurba Airport,"Nyurba, Russian Federation"
SUY,Suntar Airport,"Suntar, Russian Federation"
VYI,Vilyuisk Airport,"Vilyuisk, Russian Federation"
ULK,Lensk Airport,"Lensk, Russian Federation"
ONK,Olenyok Airport,"Olenyok, Russian Federation"
PYJ,Polyarny Airport,"Yakutia, Russian Federation"
MJZ,Mirny Airport,"Mirny, Russian Federation"
SYS,Saskylakh Airport,"Saskylakh, Russian Federation"
BGN,Belaya Gora Airport,"Belaya Gora, Russian Federation"
CKH,Chokurdakh Airport,"Chokurdah, Russian Federation"
CYX,Cherskiy Airport,"Cherskiy, Russian Federation"
IKS,Tiksi Airport,"Tiksi, Russian Federation"
ZKP,Zyryanka Airport,"Zyryanka, Russian Federation"
ZIX,Zhigansk Airport,"Zhigansk, Russian Federation"
KUT,Kopitnari Airport,"Kutaisi, Georgia"
BUS,Batumi International Airport,"Batumi, Georgia"
SUI,Sukhumi Dranda Airport,"Sukhumi, Georgia"
TBS,Tbilisi International Airport,"Tbilisi, Georgia"
BQS,Ignatyevo Airport,"Blagoveschensk, Russian Federation"
GDG,Magdagachi Airport,"Magdagachi, Russian Federation"
TYD,Tynda Airport,"Tynda, Russian Federation"
KHV,Khabarovsk-Novy Airport,"Khabarovsk, Russian Federation"
KXK,Komsomolsk-on-Amur Airport,"Komsomolsk-on-Amur, Russian Federation"
GVN,Maygatka Airport.,"Sovetskaya Gavan, Russian Federation"
DYR,Ugolny Airport,"Anadyr, Russian Federation"
PVS,Provideniya Bay Airport,"Chukotka, Russian Federation"
KPW,Keperveem Airport,"Keperveem, Russian Federation"
GDX,Sokol Airport,"Magadan, Russian Federation"
KVM,Markovo Airport,"Markovo, Russian Federation"
PWE,Pevek Airport,"Pevek, Russian Federation"
SWV,Severo-Evensk Airport,"Evensk, Russian Federation"
BQG,Bogorodskoye Airport,"Bogorodskoye, Russian Federation"
NLI,Nikolayevsk-na-Amure Airport,"Nikolayevsk-na-Amure Airport, Russian Federation"
OHO,Okhotsk Airport,"Okhotsk, Russian Federation"
PKC,Yelizovo Airport,"Petropavlovsk-Kamchatsky, Russian Federation"
BVV,Burevestnik Airport,"Iturup Island, Russian Federation"
OHH,Okha Airport,"Okha, Russian Federation"
EKS,Shakhtyorsk Airport,"Shakhtersk, Russian Federation"
DEE,Mendeleyevo Airport,"Kunashir Island, Russian Federation"
ZZO,Zonalnoye Airport,"Tymovskoye, Russian Federation"
UUS,Yuzhno-Sakhalinsk Airport,"Yuzhno-Sakhalinsk, Russian Federation"
TLY,Plastun Airport,"Plastun, Russian Federation"
VVO,Vladivostok International Airport,"Vladivostok, Russian Federation"
HTA,Chita-Kadala Airport,"Chita, Russian Federation"
BTK,Bratsk Airport,"Bratsk, Russian Federation"
UIK,Ust-Ilimsk Airport,"Ust-Ilimsk, Russian Federation"
IKT,Irkutsk Airport,"Irkutsk, Russian Federation"
ODO,Bodaybo Airport,"Bodaybo, Russian Federation"
ERG,Yerbogachen Airport,"Erbogachen, Russian Federation"
KCK,Kirensk Airport,"Kirensk, Russian Federation"
UKX,Ust-Kut Airport,"Ust-Kut, Russian Federation"
UUD,Ulan-Ude Airport (Mukhino),"Ulan Ude, Russian Federation"
UJE,Ujae Atoll Airport,"Ujae Atoll, Marshall Islands"
KBP,Boryspil International Airport,"Kiev, Ukraine"
DOK,Donetsk International Airport,"Donetsk, Ukraine"
KRQ,Kramatorsk Airport,"Kramatorsk, Ukraine"
MPW,Mariupol International Airport,"Mariupol, Ukraine"
SEV,Sievierodonetsk Airport,"Sievierodonetsk, Ukraine"
VSG,Luhansk International Airport,"Luhansk, Ukraine"
ERD,Berdyansk Airport,"Berdyansk, Ukraine"
DNK,Dnipropetrovsk International Airport,"Dnipropetrovsk, Ukraine"
OZH,Zaporizhzhia International Airport,"Zaporizhia, Ukraine"
KWG,Kryvyi Rih International Airport,"Kryvyi Rih, Ukraine"
SIP,Simferopol International Airport,"Simferopol, Ukraine"
KHC,Kerch Airport,"Kerch, Ukraine"
HRK,Kharkiv International Airport,"Kharkiv, Ukraine"
PLV,Suprunovka Airport,"Poltava, Ukraine"
UMY,Sumy Airport,"Sumy, Ukraine"
CKC,Cherkasy International Airport,"Cherkasy, Ukraine"
KGO,Kirovograd Airport,"Kirovograd, Ukraine"
IEV,Kiev Zhuliany International Airport,"Kiev, Ukraine"
GML,Gostomel Airport,"Kiev, Ukraine"
ZTR,Zhytomyr Airport,"Zhytomyr, Ukraine"
UCK,Lutsk Airport,"Lutsk, Ukraine"
HMJ,Khmelnytskyi Airport,"Khmelnytskyi, Ukraine"
IFO,Ivano-Frankivsk International Airport,"Ivano-Frankivsk, Ukraine"
LWO,Lviv International Airport,"Lviv, Ukraine"
CWC,Chernivtsi International Airport,"Chernivtsi, Ukraine"
RWN,Rivne International Airport,"Rivne, Ukraine"
TNL,Ternopil International Airport,"Ternopil, Ukraine"
UDJ,Uzhhorod International Airport,"Uzhhorod, Ukraine"
KHE,Chernobayevka Airport,"Kherson, Ukraine"
NLV,Mykolaiv International Airport,"Nikolayev, Ukraine"
ODS,Odessa International Airport,"Odessa, Ukraine"
VIN,Vinnytsia/Gavyryshivka Airport,"Vinnitsa, Ukraine"
ARH,Talagi Airport,"Archangelsk, Russian Federation"
VKV,Vaskovo Airport,"Arkhangelsk, Russian Federation"
LDG,Leshukonskoye Airport,"Leshukonskoye, Russian Federation"
NNM,Naryan Mar Airport,"Naryan Mar, Russian Federation"
CSH,Solovki Airport,"Solovetsky Islands, Russian Federation"
AMV,Amderma Airport,"Amderma, Russian Federation"
VRI,Varandey Airport,"Varandey, Russian Federation"
KSZ,Kotlas Airport,"Kotlas, Russian Federation"
LED,Pulkovo Airport,"St. Petersburg, Russian Federation"
KVK,Kirovsk-Apatity Airport,"Apatity, Russian Federation"
MMK,Murmansk Airport,"Murmansk, Russian Federation"
VLU,Velikiye Luki Airport,"Velikiye Luki, Russian Federation"
PKV,Pskov Airport,"Pskov, Russian Federation"
PES,Petrozavodsk Airport,"Petrozavodsk, Russian Federation"
CEE,Cherepovets Airport,"Cherepovets, Russian Federation"
VUS,Velikiy Ustyug Airport,"Velikiy Ustyug, Russian Federation"
VGD,Vologda Airport,"Vologda, Russian Federation"
BQT,Brest Airport,"Brest, Belarus"
GME,Gomel Airport,"Gomel, Belarus"
VTB,Vitebsk East Airport,"Vitebsk, Belarus"
KGD,Khrabrovo Airport,"Kaliningrad, Russian Federation"
GNA,Hrodna Airport,"Hrodna, Belarus"
MHP,Minsk 1 Airport,"Minsk, Belarus"
MSQ,Minsk International Airport,"Minsk, Belarus"
MVQ,Mogilev Airport,"Mogilev, Belarus"
ABA,Abakan Airport,"Abakan, Russian Federation"
BAX,Barnaul Airport,"Barnaul, Russian Federation"
RGK,Gorno-Altaysk Airport,"Gorno-Altaysk, Russian Federation"
KEJ,Kemerovo Airport,"Kemerovo, Russian Federation"
EIE,Yeniseysk Airport,"Yeniseysk, Russian Federation"
TGP,Podkamennaya Tunguska Airport,"Bor, Russian Federation"
KJA,Yemelyanovo Airport,"Krasnoyarsk, Russian Federation"
ACS,Achinsk Airport,"Achinsk, Russian Federation"
KYZ,Kyzyl Airport,"Kyzyl, Russian Federation"
OVB,Tolmachevo Airport,"Novosibirsk, Russian Federation"
OMS,Omsk Central Airport,"Omsk, Russian Federation"
SWT,Strezhevoy Airport,"Strezhevoy, Russian Federation"
TOF,Bogashevo Airport,"Tomsk, Russian Federation"
NOZ,Spichenkovo Airport,"Novokuznetsk, Russian Federation"
DKS,Dikson Airport,"Dikson, Russian Federation"
HTG,Khatanga Airport,"Khatanga, Russian Federation"
IAA,Igarka Airport,"Igarka, Russian Federation"
NSK,Norilsk-Alykel Airport,"Norilsk, Russian Federation"
THX,Turukhansk Airport,"Turukhansk, Russian Federation"
UKS,Belbek Airport,"Sevastopol, Ukraine"
SIP,Simferopol International Airport,"Simferopol, Russian Federation"
AAQ,Anapa Airport,"Anapa, Russian Federation"
EIK,Yeysk Airport,"Yeysk, Russian Federation"
GDZ,Gelendzhik Airport,"Gelendzhik, Russian Federation"
KRR,Krasnodar International Airport,"Krasnodar, Russian Federation"
GRV,Grozny North Airport,"Grozny, Russian Federation"
MCX,Uytash Airport,"Makhachkala, Russian Federation"
MRV,Mineralnyye Vody Airport,"Mineralnyye Vody, Russian Federation"
NAL,Nalchik Airport,"Nalchik, Russian Federation"
OGZ,Beslan Airport,"Beslan, Russian Federation"
IGT,Magas Airport,"Magas, Russian Federation"
STW,Stavropol Shpakovskoye Airport,"Stavropol, Russian Federation"
ROV,Platov International Airport,"Rostov-on-Don, Russian Federation"
RVI,Rostov-na-Donu Airport,"Rostov-on-Don, Russian Federation"
TGK,Taganrog Yuzhny Airport,"Taganrog, Russian Federation"
VLK,Zavetnoe Airport,"Zavetnoe, Russian Federation"
AER,Sochi International Airport,"Sochi, Russian Federation"
ASF,Astrakhan Airport,"Astrakhan, Russian Federation"
ESL,Elista Airport,"Elista, Russian Federation"
VOG,Volgograd International Airport,"Volgograd, Russian Federation"
CEK,Chelyabinsk Balandino Airport,"Chelyabinsk, Russian Federation"
MQF,Magnitogorsk International Airport,"Magnitogorsk, Russian Federation"
SBT,Sabetta Airport,"Sabetta, Russian Federation"
BVJ,Bovanenkovo,"Bovanenkovo, Russian Federation"
SLY,Salekhard Airport,"Salekhard, Russian Federation"
YMK,Mys Kamenny Airport,"Mys Kamennyi, Russian Federation"
KKQ,Krasnoselkup Airport,"Krasnoselkup, Russian Federation"
TQL,Tarko-Sale Airport,"Tarko-Sale, Russian Federation"
UEN,Urengoy Airport,"Urengoy, Russian Federation"
EZV,Berezovo Airport,"Berezovo, Russian Federation"
HMA,Khanty Mansiysk Airport,"Khanty-Mansiysk, Russian Federation"
IRM,Igrim Airport,"Igrim, Russian Federation"
KXD,Kondinskoye Airport,"Kondinskoye, Russian Federation"
NYA,Nyagan Airport,"Nyagan, Russian Federation"
OVS,Sovetskiy Airport,"Sovetskiy, Russian Federation"
URJ,Uray Airport,"Uray, Russian Federation"
IJK,Izhevsk Airport,"Izhevsk, Russian Federation"
KVX,Pobedilovo Airport,"Kirov, Russian Federation"
NYM,Nadym Airport,"Nadym, Russian Federation"
NUX,Novy Urengoy Airport,"Novy Urengoy, Russian Federation"
NJC,Nizhnevartovsk Airport,"Nizhnevartovsk, Russian Federation"
PEE,Bolshoye Savino Airport,"Perm, Russian Federation"
KGP,Kogalym International Airport,"Kogalym, Russian Federation"
NFG,Nefteyugansk Airport,"Nefteyugansk, Russian Federation"
NOJ,Noyabrsk Airport,"Noyabrsk, Russian Federation"
SGC,Surgut Airport,"Surgut, Russian Federation"
SVX,Koltsovo Airport,"Yekaterinburg, Russian Federation"
TOX,Tobolsk Airport,"Tobolsk, Russian Federation"
TJM,Roshchino International Airport,"Tyumen, Russian Federation"
KRO,Kurgan Airport,"Kurgan, Russian Federation"
ASB,Ashgabat Airport,"Ashgabat, Turkmenistan"
KRW,Turkmenbashi Airport,"Krasnovodsk, Turkmenistan"
MYP,Mary Airport,"Mary, Turkmenistan"
TAZ,Dashoguz Airport,"Dashoguz, Turkmenistan"
CRZ,Turkmenabat Airport,"Turkmenabat, Turkmenistan"
DYU,Dushanbe Airport,"Dushanbe, Tajikistan"
TJU,Kulob Airport,"Kulyab, Tajikistan"
LBD,Khudzhand Airport,"Khudzhand, Tajikistan"
KQT,Qurghonteppa International Airport,"Kurgan-Tyube, Tajikistan"
AZN,Andizhan Airport,"Andizhan, Uzbekistan"
FEG,Fergana Airport,"Fergana, Uzbekistan"
NMA,Namangan Airport,"Namangan, Uzbekistan"
MOK,Muynak Airport,"Muynak, Uzbekistan"
NCU,Nukus Airport,"Nukus, Uzbekistan"
UGC,Urgench Airport,"Urgench, Uzbekistan"
NVI,Navoi Airport,"Navoi, Uzbekistan"
BHK,Bukhara Airport,"Bukhara, Uzbekistan"
KSQ,Karshi Airport,"Karshi, Uzbekistan"
KSQ,Karshi Khanabad Airport,"Khanabad, Uzbekistan"
AFS,Sugraly Airport,"Zarafshan, Uzbekistan"
SKD,Samarkand Airport,"Samarkand, Uzbekistan"
TMJ,Termez Airport,"Termez, Uzbekistan"
TAS,Tashkent International Airport,"Tashkent, Uzbekistan"
KMW,Kostroma Sokerkino Airport,"Kostroma, Russian Federation"
BKA,Bykovo Airport,"Moscow, Russian Federation"
KLF,Grabtsevo Airport,"Kaluga, Russian Federation"
IWA,Ivanovo South Airport,"Ivanovo, Russian Federation"
RYB,Staroselye Airport,"Rybinsk, Russian Federation"
BZK,Bryansk Airport,"Bryansk, Russian Federation"
LNX,Smolensk South Airport,"Smolensk, Russian Federation"
ZIA,Ramenskoye Airport,"Zhukovsky, Russian Federation"
DME,Domodedovo International Airport,"Moscow, Russian Federation"
IAR,Tunoshna Airport,"Tunoshna, Russian Federation"
SVO,Sheremetyevo International Airport,"Moscow, Russian Federation"
KLD,Migalovo Air Base,"Tver, Russian Federation"
OSF,Ostafyevo International Airport,"Moscow, Russian Federation"
CKL,Chkalovskiy Airport,"Moscow, Russian Federation"
EGO,Belgorod International Airport,"Belgorod, Russian Federation"
URS,Kursk East Airport,"Kursk, Russian Federation"
LPK,Lipetsk Airport,"Lipetsk, Russian Federation"
VOZ,Voronezh International Airport,"Voronezh, Russian Federation"
OEL,Oryol Yuzhny Airport,"Orel, Russian Federation"
TBW,Donskoye Airport,"Tambov, Russian Federation"
RZN,Turlatovo Airport,"Ryazan, Russian Federation"
VKO,Vnukovo International Airport,"Moscow, Russian Federation"
UCT,Ukhta Airport,"Ukhta, Russian Federation"
INA,Inta Airport,"Inta, Russian Federation"
PEX,Pechora Airport,"Pechora, Russian Federation"
USK,Usinsk Airport,"Usinsk, Russian Federation"
VKT,Vorkuta Airport,"Vorkuta, Russian Federation"
UTS,Ust-Tsylma Airport,"Ust-Tsylma, Russian Federation"
SCW,Syktyvkar Airport,"Syktyvkar, Russian Federation"
GOJ,Nizhny Novgorod International Airport,"Nizhny Novgorod, Russian Federation"
UUA,Bugulma Airport,"Bugulma, Russian Federation"
KZN,Kazan International Airport,"Kazan, Russian Federation"
NBC,Begishevo Airport,"Nizhnekamsk, Russian Federation"
JOK,Yoshkar-Ola Airport,"Yoshkar-Ola, Russian Federation"
CSY,Cheboksary Airport,"Cheboksary, Russian Federation"
ULV,Ulyanovsk Baratayevka Airport,"Ulyanovsk, Russian Federation"
ULY,Ulyanovsk East Airport,"Ulyanovsk, Russian Federation"
REN,Orenburg Central Airport,"Orenburg, Russian Federation"
OSW,Orsk Airport,"Orsk, Russian Federation"
PEZ,Penza Airport,"Penza, Russian Federation"
SKX,Saransk Airport,"Saransk, Russian Federation"
BWO,Balakovo Airport,"Balakovo, Russian Federation"
GSV,Saratov Gagarin Airport,"Saratov, Russian Federation"
RTW,Saratov Central Airport,"Saratov, Russian Federation"
BCX,Beloretsk Airport,"Beloretsk, Russian Federation"
NEF,Neftekamsk Airport,"Neftekamsk, Russian Federation"
OKT,Oktyabrskiy Airport,"Kzyl-Yar, Russian Federation"
UFA,Ufa International Airport,"Ufa, Russian Federation"
KUF,Kurumoch International Airport,"Samara, Russian Federation"
DIU,Diu Airport,"Diu, India"
AMD,Sardar Vallabhbhai Patel International Airport,"Ahmedabad, India"
AKD,Akola Airport,"Akola, India"
IXU,Aurangabad Airport,"Aurangabad, India"
BOM,Chhatrapati Shivaji International Airport,"Mumbai, India"
PAB,Bilaspur Airport,"Bilaspur, India"
BHJ,Bhuj Airport,"Bhuj, India"
IXG,Belgaum Airport,"Belgaum, India"
BDQ,Vadodara Airport,"Vadodara, India"
BHO,Bhopal Airport,"Bhopal, India"
BHU,Bhavnagar Airport,"Bhavnagar, India"
NMB,Daman Airport,"Daman, India"
GUX,Guna Airport,"Guna, India"
HBX,Hubli Airport,"Hubli, India"
HSR,Rajkot International Airport,"Rajkot, India"
IDR,Devi Ahilyabai Holkar Airport,"Indore, India"
JLR,Jabalpur Airport,"Jabalpur, India"
JGA,Jamnagar Airport,"Jamnagar, India"
IXY,Kandla Airport,"Kandla, India"
HJR,Khajuraho Airport,"Khajuraho, India"
KLH,Kolhapur Airport,"Kolhapur, India"
IXK,Keshod Airport,"Keshod, India"
LTU,Murod Kond Airport,"Latur, India"
NDC,Nanded Airport,"Nanded, India"
NAG,Dr. Babasaheb Ambedkar International Airport,"Naqpur, India"
ISK,Gandhinagar Airport,"Nashik, India"
ISK,Ozar Air Force Station,"Nasik, India"
PNQ,Pune Airport,"Pune, India"
PBD,Porbandar Airport,"Porbandar, India"
RTC,Ratnagiri Airport,"Ratnagiri, India"
RAJ,Rajkot Airport,"Rajkot, India"
RPR,Raipur Airport,"Raipur, India"
SAG,Shirdi Airport,"Kakadi, India"
SSE,Solapur Airport,"Solapur, India"
STV,Surat Airport,"Surat, India"
UDR,Maharana Pratap Airport,"Udaipur, India"
CMB,Bandaranaike International Colombo Airport,"Colombo, Sri Lanka"
ACJ,Anuradhapura Air Force Base,"Anuradhapura, Sri Lanka"
BTC,Batticaloa Airport,"Batticaloa, Sri Lanka"
RML,Colombo Ratmalana Airport,"Colombo, Sri Lanka"
GOY,Amparai Airport,"Amparai, Sri Lanka"
MNH,Hingurakgoda Air Force Base,"Polonnaruwa Town, Sri Lanka"
JAF,Kankesanturai Airport,"Jaffna, Sri Lanka"
KCT,Koggala Airport,"Galle, Sri Lanka"
KTY,Katukurunda Air Force Base,"Kalutara, Sri Lanka"
GIU,Sigiriya Air Force Base,"Sigiriya, Sri Lanka"
TRR,China Bay Airport,"Trincomalee, Sri Lanka"
WRZ,Weerawila International Airport,"Weerawila, Sri Lanka"
HRI,Mattala Rajapaksa International Airport,"Mattala, Sri Lanka"
BBM,Battambang Airport,"Battambang, Cambodia"
KZC,Kampong Chhnang Airport,"Kampong Chhnang, Cambodia"
KKZ,Kaoh Kong Airport,"Kaoh Kong, Cambodia"
KTI,Kratie Airport,"Kratie, Cambodia"
MWV,Mondulkiri Airport,"Sen Monorom, Cambodia"
PNH,Phnom Penh International Airport,"Phnom Penh, Cambodia"
RBE,Ratanakiri Airport,"Ratanakiri, Cambodia"
SAI,Siem Reap–Angkor International Airport,"Siem Reap, Cambodia"
REP,Angkor International Airport,"Siem Reap, Cambodia"
TNX,Stung Treng Airport,"Stung Treng, Cambodia"
KOS,Sihanoukville International Airport,"Sihanukville, Cambodia"
KTI,Techo International Airport,"Phnom Penh, Cambodia"
DBR,Darbhanga Airport,"Darbhanga, India"
AZH,Azamgarh Airport,"Azamgarh, India"
IXV,Along Airport,"Along, India"
IXA,Agartala Airport,"Agartala, India"
AYJ,Ayodhya Airport,"Ayodhya, India"
IXB,Bagdogra Airport,"Siliguri, India"
RGH,Balurghat Airport,"Balurghat, India"
SHL,Shillong Airport,"Shillong, India"
VNS,Lal Bahadur Shastri Airport,"Varanasi, India"
BBI,Biju Patnaik Airport,"Bhubaneswar, India"
CCU,Netaji Subhash Chandra Bose International Airport,"Kolkata, India"
COH,Cooch Behar Airport,"Cooch Behar, India"
CWK,Chitrakoot Airport,"Chitrakoot, India"
KNU,Kanpur Airport,"Kanpur, India"
DBD,Dhanbad Airport,"Dhanbad, India"
DGH,Deoghar Airport,"Deoghar, India"
DAE,Daporijo Airport,"Daporijo, India"
GOP,Gorakhpur Airport,"Gorakhpur, India"
GAU,Lokpriya Gopinath Bordoloi International Airport,"Guwahati, India"
GAY,Gaya Airport,"Gaya, India"
HGI,Donyi Polo Airport,"Itanagar, India"
IMF,Imphal Airport,"Imphal, India"
JRG,Jharsuguda Airport,"Jharsuguda, India"
PYB,Jeypore Airport,"Jeypore, India"
IXW,Jamshedpur Airport,"Jamshedpur, India"
JRH,Jorhat Airport,"Jorhat, India"
KBK,Kushinagar International Airport,"Kushinagar, India"
IXQ,Kamalpur Airport,"Kamalpur, India"
IXH,Kailashahar Airport,"Kailashahar, India"
IXS,Silchar Airport,"Silchar, India"
IXN,Khowai Airport,"Khowai, India"
AJL,Lengpui Airport,"Aizawl, India"
IXI,North Lakhimpur Airport,"Lilabari, India"
LDA,Malda Airport,"Malda, India"
DIB,Dibrugarh Airport,"Dibrugarh, India"
DMU,Dimapur Airport,"Dimapur, India"
MZU,Muzaffarpur Airport,"Muzaffarpur, India"
IXT,Pasighat Airport,"Pasighat, India"
PAT,Lok Nayak Jayaprakash Airport,"Patna, India"
PYG,Pakyong Airport,"Pakyong, India"
IXR,Birsa Munda Airport,"Ranchi, India"
RRK,Rourkela Airport,"Rourkela, India"
RUP,Rupsi India Airport,"Rupsi India, India"
TEI,Tezu Airport,"Tezu, India"
TEZ,Tezpur Airport,"Tezpur, India"
VTZ,Vishakhapatnam Airport,"Visakhapatnam, India"
ZER,Zero Airport,"Zero, India"
BZL,Barisal Airport,"Barisal, Bangladesh"
CXB,Cox's Bazar Airport,"Cox's Bazar, Bangladesh"
CGP,Shah Amanat International Airport,"Chittagong, Bangladesh"
DAC,Hazrat Shahjalal Int Airport,"Dhaka, Bangladesh"
JSR,Jessore Airport,"Jashahor, Bangladesh"
LLJ,Lalmonirhat Airport,"Lalmonirhat, Bangladesh"
RJH,Shah Mokhdum Airport,"Rajshahi, Bangladesh"
SPD,Saidpur Airport,"Saidpur, Bangladesh"
TKR,Thakurgaon Airport,"Thakurgaon, Bangladesh"
ZHM,Shamshernagar Airport,"Shamshernagar, Bangladesh"
ZYL,Osmany International Airport,"Sylhet, Bangladesh"
HKG,Chek Lap Kok International Airport,"Hong Kong, Hong Kong"
AGR,Agra Airport,"Agra, India"
HRH,Dhanipur Airstrip,"Aligarth, India"
IXD,Allahabad Airport,"Allahabad, India"
ATQ,Sri Guru Ram Dass Jee International Airport Amritsar,"Amritsar, India"
AIP,Adampur Air Force Station,"Adampur, India"
BKB,Nal Airport,"Bikaner, India"
VNS,Lal Bahadur Shastri Airport,"Varanasi, India"
KUU,Kullu Manali Airport,"Kullu Manali, India"
BUP,Bhatinda Air Force Station,"Bhatinda, India"
BEK,Bareilly Air Force Station,"Bareilly, India"
IXC,Chandigarh Airport,"Chandigarh, India"
DED,Dehradun Airport,"Dehradun, India"
DEL,Indira Gandhi International Airport,"New Delhi, India"
HDO,Hindon Air Force Station,"Hindon, India"
DHM,Kangra Airport,"Kangra, India"
GWL,Gwalior Airport,"Gwalior, India"
HSS,Hissar Airport,"Hissar, India"
JDH,Jodhpur Airport,"Jodhpur, India"
JAI,Jaipur International Airport,"Jaipur, India"
JSA,Jaisalmer Airport,"Jaisalmer, India"
IXJ,Jammu Airport,"Jammu, India"
KNU,Kanpur Airport,"Kanpur, India"
KQH,"Kishangarh Airport, Ajmer","Kishangarh, India"
KTU,Kota Airport,"Kota, India"
LUH,Ludhiana Airport,"Ludhiana, India"
IXL,Leh Kushok Bakula Rimpochee Airport,"Leh, India"
LKO,Chaudhary Charan Singh International Airport,"Lucknow, India"
DXN,Noida International Airport,"Noida, India"
IXP,Pathankot Air Force Station,"Pathankot, India"
PGH,Pantnagar Airport,"Pantnagar, India"
SLV,Shimla Airport,"Shimla, India"
SXR,Sheikh ul Alam Airport,"Srinagar, India"
TNI,Satna Airport,"Satna, India"
VSV,Shravasti Airport,"Shravasti, India"
AOU,Attopeu Airport,"Attopeu, Lao People's Democratic Republic"
OUI,Ban Huoeisay Airport,"Ban Huoeisay, Lao People's Democratic Republic"
LPQ,Luang Phabang International Airport,"Luang Phabang, Lao People's Democratic Republic"
LXG,Luang Namtha Airport,"Luang Namtha, Lao People's Democratic Republic"
ODY,Oudomsay Airport,"Oudomsay, Lao People's Democratic Republic"
PKZ,Pakse International Airport,"Pakse, Lao People's Democratic Republic"
ZBY,Sayaboury Airport,"Sayaboury, Lao People's Democratic Republic"
ZVK,Savannakhet Airport,"Savannakhet, Lao People's Democratic Republic"
NEU,Sam Neua Airport,"Sam Neua, Lao People's Democratic Republic"
VNA,Saravane Airport,"Saravane, Lao People's Democratic Republic"
THK,Thakhek Airport,"Thakhek, Lao People's Democratic Republic"
VTE,Wattay International Airport,"Vientiane, Lao People's Democratic Republic"
XKH,Xieng Khouang Airport,"Xieng Khouang, Lao People's Democratic Republic"
MFM,Macau International Airport,"Taipa, Macao"
